ID,,,,
AdministrationRoute,,,,
AdministrationSchedule,,,,
Analysis,,,,
AnalysisReviewStatus,,,,
AnalysisStatus,,,,
AnalysisTemplate,,,,
AnalysisType,,,,
Antibody,,,,
AntibodyType,,,,
CellLysate,,,,
Cellline,,,,
CelllineName,,,,
CelllineStatus,,,,
CelllineTestResult,,,,
ChemHazard,,,,
ChemInventory,,,,
Column,,,,
Comment,,,,
Compound,,,,
CompoundBatch,,,,
CompoundRequest,,,,
CompoundRequestAssay,,,,
CompoundRequestItem,,,,
CompoundRequestStatus,,,,
CompoundRequestType,,,,
Config,,,,
Container,,,,
ContainerPurpose,,,,
ContainerType,,,,
CrystalStructure,,,,
CulutreProperty,,,,
Department,,,,
Detection,,,,
Diet,,,,
Document,,,,
DocumentContent,,,,
DyeLabel,,,,
Entity,,,,
EntityField,,,,
EntityPermission,,,,
EntityPermissionType,,,,
EukaryoticSelection,,,,
ExpressionOrganism,,,,
ExpressionPlasmid,,,,
Formulation,,,,
Gender,,,,
Gene,,,,
GenomicDataFile,,,,
GenomicDataFileMate,,,,
GenomicEndedness,,,,
GenomicEnrichment,,,,
GenomicExperiment,,,,
GenomicExperimentStatus,,,,
GenomicExperimentType,,,,
GenomicInstrument,,,,
GenomicMaterialType,,,,
GenomicPurificationMethod,,,,
GenomicSample,,,,
GenomicSampleSequencingType,,,,
GenomicSampleStrandedness,,,,
GenomicSampleType,,,,
GenomicStrandedness,,,,
Group,,,,
Histology,,,,
HistologySubtype,,,,
LegalDocument,,,,
LegalDocumentStatus,,,,
LegalDocumentType,,,,
Library,,,,
LiteratureReference,,,,
LiteratureType,,,,
Location,,,,
LysisMethod,,,,
Mode,,,,
Permission,,,,
PermissionType,,,,
Plasmid,,,,
PlasmidBackbone,,,,
PlasmidType,,,,
PrimarySite,,,,
Project,,,,
ProjectCode,,,,
ProkaryoticSelection,,,,
Protein,,,,
ProteinBatch,,,,
ProteinTag,,,,
RNA,,,,
RNABatch,,,,
RecordQuery,,,,
RequestStatus,,,,
Restriction,,,,
Result,,,,
ResultCondition,,,,
ResultCurve,,,,
ResultCurveFitParameter,,,,
ResultCurveFitType,,,,
ResultCurvePoint,,,,
ResultStatus,,,,
Salt,,,,
SaltForm,,,,
Source,,,,
Species,,,,
Stereochemistry,,,,
Strain,,,,
StructureTag,,,,
Study,,,,
SubProject,,,,
Subscriber,,,,
TCGAClassification,,,,
Table,,,,
Tag,,,,
Task,,,,
TaskPriority,,,,
TaskStatus,,,,
TaskType,,,,
TaxonomyRank,,,,
TisssueSubtype,,,,
Tissue,,,,
Unit,,,,
User,,,,
UserLog,,,,
ValueType,,,,
Worklist,,,,
WorklistAssay,,,,
WorklistProtocol,,,,
WorklistStatus,,,,
